zip_code,land_use,count,date,permit_type
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018,Residential
77407,Single Family Residential (Public Street),1,1/18/2018,Residential
77407,Single Family Residential (Public Street),1,1/18/2018,Residential
77070,"Church, School and Institutional",1,1/18/2018,Other
77336,Single Family Residential (Public Street),1,1/18/2018,Residential
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018,Residential
77365,Unrestricted,1,1/18/2018,Unrestricted
77092,Unrestricted,1,1/18/2018,Unrestricted
77433,Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018,Residential
77493,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018,Residential
77532,Single Family Residential (Public Street),1,1/18/2018,Residential
77018,Single Family Residential (PAE 1/PAE 2),1,1/18/2018,Residential
77061,Unrestricted,1,1/18/2018,Unrestricted
77007,Single Family Residential (Public Street),1,1/18/2018,Residential
77080,Unrestricted,1,1/18/2018,Unrestricted
77067,Unrestricted,1,1/18/2018,Unrestricted
77003,Single Family Residential (Public Street),1,1/18/2018,Residential
77073,Unrestricted,1,1/18/2018,Unrestricted
77008,Unrestricted,1,1/18/2018,Unrestricted
77026,Single Family Residential (Public Street),1,1/18/2018,Residential
77532,Unrestricted,1,1/18/2018,Unrestricted
77069,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018,Residential
77336,Single Family Residential (Public Street),1,1/18/2018,Residential
77004,Unrestricted,1,1/18/2018,Unrestricted
77365,Single Family Residential (Public Street),1,1/18/2018,Residential
77055,Single Family Residential (Shared Driveways),1,1/18/2018,Residential
77377,General Plan,1,1/18/2018,Other
77041,Unrestricted,1,1/18/2018,Unrestricted
77007,Single Family Residential (Public Street),1,1/18/2018,Residential
77014,"Church, School and Institutional",1,1/18/2018,Other
77080,Single Family Residential (PAE 1/PAE 2),1,1/18/2018,Residential
77050,Unrestricted,1,1/18/2018,Unrestricted
77044,Single Family Residential (PAE 1/PAE 2),1,1/18/2018,Residential
77064,Unrestricted,1,1/18/2018,Unrestricted
77545,Unrestricted; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,1/18/2018,Residential
77083,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018,Residential
77009,Single Family Residential (Public Street),1,1/18/2018,Residential
77429,Commercial,1,1/18/2018,Commercial
77084,Unrestricted,1,1/18/2018,Unrestricted
77016,Commercial; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018,Residential
77004,Single Family Residential (Shared Driveways),1,1/18/2018,Residential
77044,Unrestricted,1,1/18/2018,Unrestricted
77055,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,1/18/2018,Residential
77007,Single Family Residential (Public Street),1,1/18/2018,Residential
77018,Single Family Residential (Shared Driveways),1,1/18/2018,Residential
77035,Unrestricted,1,1/18/2018,Unrestricted
77057,Single Family Residential (Shared Driveways),1,1/18/2018,Residential
77002,Unrestricted,1,1/18/2018,Unrestricted
77447,Single Family Residential (Public Street),1,1/18/2018,Residential
77084,Unrestricted,1,1/18/2018,Unrestricted
77053,Unrestricted,1,1/18/2018,Unrestricted
77379,Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77494,Single Family Residential (Public Street),1,1/4/2018,Residential
77032,Unrestricted,1,1/4/2018,Unrestricted
77076,Single Family Residential (Public Street),1,1/4/2018,Residential
77053,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/4/2018,Residential
77346,Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77346,Landscape or Open Space; Single Family Residential (Public Street),1,1/4/2018,Residential
77062,Unrestricted,1,1/4/2018,Unrestricted
77074,Single Family Residential (Public Street),1,1/4/2018,Residential
77433,Compensating Open Space; Single Family Residential (Public Street),1,1/4/2018,Residential
77433,Street Dedication,1,1/4/2018,Other
77004,Unrestricted,1,1/4/2018,Unrestricted
77407,Unrestricted,1,1/4/2018,Unrestricted
77003,Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77386,General Plan,1,1/4/2018,Other
77055,Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77379,Unrestricted; Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77091,Single Family Residential (Public Street),1,1/4/2018,Residential
77449,Commercial,1,1/4/2018,Commercial
77029,Unrestricted,1,1/4/2018,Unrestricted
77026,Unrestricted,1,1/4/2018,Unrestricted
77007,Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77020,Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77004,Commercial,1,1/4/2018,Commercial
77041,Unrestricted,1,1/4/2018,Unrestricted
77003,Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77003,Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77003,Landscape or Open Space; Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77007,Single Family Residential (Public Street),1,1/4/2018,Residential
77048,General Plan,1,1/4/2018,Other
77493,Landscape or Open Space; Single Family Residential (Public Street),1,1/4/2018,Residential
77020,Unrestricted,1,1/4/2018,Unrestricted
77449,Unrestricted,1,1/4/2018,Unrestricted
77034,Unrestricted,1,1/4/2018,Unrestricted
77338,Commercial,1,1/4/2018,Commercial
77022,Single Family Residential (Public Street),1,1/4/2018,Residential
77022,Unrestricted,1,1/4/2018,Unrestricted
77007,Single Family Residential (Public Street),1,1/4/2018,Residential
77379,Unrestricted,1,1/4/2018,Unrestricted
77008,Unrestricted,1,1/4/2018,Unrestricted
77008,Unrestricted,1,1/4/2018,Unrestricted
77389,Unrestricted,1,1/4/2018,Unrestricted
77407,Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77449,Street Dedication,1,1/4/2018,Other
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/4/2018,Residential
77018,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77386,Single Family Residential (Public Street),1,1/4/2018,Residential
77386,Single Family Residential (Public Street),1,1/4/2018,Residential
77091,Drainage or Detention; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77084,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Other,1,1/4/2018,Other
77080,Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77020,Unrestricted,1,1/4/2018,Unrestricted
77338,Unrestricted,1,1/4/2018,Unrestricted
77075,Single Family Residential (Public Street),1,1/4/2018,Residential
77002,Unrestricted,1,1/4/2018,Unrestricted
77055,Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77019,Single Family Residential (Public Street),1,1/4/2018,Residential
77015,Unrestricted,1,1/4/2018,Unrestricted
77377,Unrestricted,1,1/4/2018,Unrestricted
77073,Unrestricted,1,1/4/2018,Unrestricted
77005,Single Family Residential (Public Street),1,1/4/2018,Residential
77449,Single Family Residential (Public Street),1,1/4/2018,Residential
77377,General Plan,1,1/4/2018,Other
77489,Unrestricted,1,1/4/2018,Unrestricted
77007,Single Family Residential (Public Street),1,1/4/2018,Residential
77530,Unrestricted,1,1/4/2018,Unrestricted
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/4/2018,Residential
77007,Single Family Residential (Public Street),1,1/4/2018,Residential
77007,Unrestricted,1,1/4/2018,Unrestricted
77025,Commercial,1,1/4/2018,Commercial
77088,Single Family Residential (Public Street),1,1/4/2018,Residential
77088,Single Family Residential (Public Street),1,1/4/2018,Residential
77018,Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77494,"Unrestricted; Water Treatment, Production or Repressurization",1,1/4/2018,Unrestricted
77532,Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77365,Street Dedication,1,1/4/2018,Other
77396,Unrestricted,1,1/4/2018,Unrestricted
77027,Single Family Residential (Public Street),1,1/4/2018,Residential
77090,Commercial,1,1/4/2018,Commercial
77339,Unrestricted,1,1/4/2018,Unrestricted
77007,Single Family Residential (Public Street),1,1/4/2018,Residential
77336,Compensating Open Space; Drainage or Detention; Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77530,Single Family Residential (Public Street),1,1/4/2018,Residential
77008,Unrestricted,1,1/4/2018,Unrestricted
77026,Single Family Residential (Public Street),1,1/4/2018,Residential
77059,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77004,Unrestricted,1,1/4/2018,Unrestricted
77069,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/4/2018,Residential
77336,Single Family Residential (Public Street),1,1/4/2018,Residential
77004,Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77008,Unrestricted,1,1/4/2018,Unrestricted
77008,Unrestricted,1,1/4/2018,Unrestricted
77055,Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77080,Single Family Residential (PAE 1/PAE 2),1,1/4/2018,Residential
77429,Commercial,1,1/4/2018,Commercial
77084,Unrestricted,1,1/4/2018,Unrestricted
77498,Unrestricted,1,1/4/2018,Unrestricted
77077,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77027,Residential Guest Parking; Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77035,Unrestricted,1,1/4/2018,Unrestricted
77057,Single Family Residential (Shared Driveways),1,1/4/2018,Residential
77093,Lift Station,1,1/4/2018,Other
77365,Landscape or Open Space; Single Family Residential (Public Street),1,1/4/2018,Residential
77449,Single Family Residential (Public Street),1,2/15/2019,Residential
77084,Unrestricted Intended for Multifamily,1,2/15/2019,Unrestricted
77047,Commercial,1,2/15/2019,Commercial
77379,Unrestricted; Drainage or Detention; Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77396,Single Family Residential (Public Street),1,2/15/2019,Residential
77386,Street Dedication,1,2/15/2019,Other
77064,Unrestricted,1,2/15/2019,Unrestricted
77069,Commercial,1,2/15/2019,Commercial
77433,Single Family Residential (Public Street),1,2/15/2019,Residential
77365,Single Family Residential (Public Street),1,2/15/2019,Residential
77054,Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77346,Landscape or Open Space; Street Dedication,1,2/15/2019,Other
77407,Unrestricted,1,2/15/2019,Unrestricted
77088,Unrestricted,1,2/15/2019,Unrestricted
77073,Unrestricted,1,2/15/2019,Unrestricted
77006,Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77030,Single Family Residential (Public Street),1,2/15/2019,Residential
77386,Street Dedication,1,2/15/2019,Other
77388,Commercial,1,2/15/2019,Commercial
77449,Commercial,1,2/15/2019,Commercial
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77084,Compensating Open Space; Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77076,Unrestricted,1,2/15/2019,Unrestricted
77068,General Plan,1,2/15/2019,Other
77068,Single Family Residential (Public Street),1,2/15/2019,Residential
77091,Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77377,Other,1,2/15/2019,Other
77379,Unrestricted; Lift Station,1,2/15/2019,Unrestricted
77023,Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77059,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77006,Single Family Residential (Public Street),1,2/15/2019,Residential
77338,Single Family Residential (Public Street),1,2/15/2019,Residential
77338,Single Family Residential (Public Street),1,2/15/2019,Residential
77008,Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77021,Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77388,Street Dedication,1,2/15/2019,Other
77406,Street Dedication,1,2/15/2019,Other
77016,Unrestricted,1,2/15/2019,Unrestricted
77020,Single Family Residential (Public Street),1,2/15/2019,Residential
77044,Commercial,1,2/15/2019,Commercial
77494,Unrestricted,1,2/15/2019,Unrestricted
77407,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77021,Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77532,Single Family Residential (Public Street),1,2/15/2019,Residential
77007,Single Family Residential (Public Street),1,2/15/2019,Residential
77386,Landscape or Open Space; Single Family Residential (Public Street),1,2/15/2019,Residential
77090,"Water Treatment, Production or Repressurization",1,2/15/2019,Other
77406,Single Family Residential (Public Street),1,2/15/2019,Residential
77086,Unrestricted; Drainage or Detention,1,2/15/2019,Unrestricted
77054,Unrestricted,1,2/15/2019,Unrestricted
77008,Single Family Residential (Public Street),1,2/15/2019,Residential
77338,Unrestricted,1,2/15/2019,Unrestricted
77494,Commercial,1,2/15/2019,Commercial
77484,Single Family Residential (Public Street),1,2/15/2019,Residential
77493,"Compensating Open Space; Landscape or Open Space; Water Treatment, Production or Repressurization",1,2/15/2019,Other
77449,Single Family Residential (Public Street),1,2/15/2019,Residential
77375,Single Family Residential (Public Street),1,2/15/2019,Residential
77406,General Plan,1,2/15/2019,Other
77406,Single Family Residential (Public Street),1,2/15/2019,Residential
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/15/2019,Residential
77070,"Church, School and Institutional",1,2/15/2019,Other
77007,Commercial,1,2/15/2019,Commercial
77407,General Plan,1,2/15/2019,Other
77022,Single Family Residential (Public Street),1,2/15/2019,Residential
77003,Single Family Residential (Public Street),1,2/15/2019,Residential
77088,Single Family Residential (Public Street),1,2/15/2019,Residential
77004,Single Family Residential (Public Street),1,2/15/2019,Residential
77092,Unrestricted,1,2/15/2019,Unrestricted
77004,Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77087,Unrestricted,1,2/15/2019,Unrestricted
77084,Commercial,1,2/15/2019,Commercial
77018,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77007,Unrestricted,1,2/15/2019,Unrestricted
77048,Drainage or Detention; Single Family Residential (Public Street),1,2/15/2019,Residential
77365,Commercial,1,2/15/2019,Commercial
77080,Compensating Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,2/15/2019,Residential
77045,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77091,Unrestricted,1,2/15/2019,Unrestricted
77080,Unrestricted,1,2/15/2019,Unrestricted
77530,Landscape or Open Space; Single Family Residential (Public Street),1,2/15/2019,Residential
77530,Single Family Residential (Public Street),1,2/15/2019,Residential
77530,Single Family Residential (Public Street),1,2/15/2019,Residential
77095,Unrestricted,1,2/15/2019,Unrestricted
77059,Single Family Residential (Public Street),1,2/15/2019,Residential
77059,Landscape or Open Space; Single Family Residential (Public Street),1,2/15/2019,Residential
77007,Single Family Residential (Public Street),1,2/15/2019,Residential
77365,Landscape or Open Space; Single Family Residential (Public Street),1,2/15/2019,Residential
77082,Compensating Open Space; Landscape or Open Space; Other,1,2/15/2019,Other
77377,General Plan,1,2/15/2019,Other
77406,Landscape or Open Space; Single Family Residential (Public Street),1,2/15/2019,Residential
77007,Single Family Residential (Public Street),1,2/15/2019,Residential
77008,Unrestricted,1,2/15/2019,Unrestricted
77087,Unrestricted,1,2/15/2019,Unrestricted
77080,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77043,Single Family Residential (Public Street),1,2/15/2019,Residential
77389,General Plan,1,2/15/2019,Other
77429,Unrestricted,1,2/15/2019,Unrestricted
77095,Unrestricted,1,2/15/2019,Unrestricted
77447,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,2/15/2019,Residential
77080,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77357,Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77357,Landscape or Open Space; Single Family Residential (Public Street),1,2/15/2019,Residential
77545,Unrestricted; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,2/15/2019,Residential
77008,Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77016,Commercial; Landscape or Open Space; Single Family Residential (Public Street),1,2/15/2019,Residential
77035,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,2/15/2019,Residential
77054,Unrestricted,1,2/15/2019,Unrestricted
77406,Street Dedication,1,2/15/2019,Other
77026,Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77018,Single Family Residential (Shared Driveways),1,2/15/2019,Residential
77049,Commercial,1,2/15/2019,Commercial
77019,Single Family Residential (Public Street),1,2/15/2019,Residential
77346,Unrestricted,1,2/15/2019,Unrestricted
77339,Unrestricted,1,2/15/2019,Unrestricted
77365,Single Family Residential (Public Street),1,2/15/2019,Residential
77365,General Plan,1,2/15/2019,Other
77065,Unrestricted,1,2/15/2019,Unrestricted
77073,Unrestricted,1,2/15/2019,Unrestricted
77021,Unrestricted,1,2/1/2018,Unrestricted
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77407,Single Family Residential (Public Street),1,2/1/2018,Residential
77084,Unrestricted Intended for Multifamily,1,2/1/2018,Unrestricted
77379,Unrestricted; Drainage or Detention; Single Family Residential (PAE 1/PAE 2),1,2/1/2018,Residential
77494,Drainage or Detention,1,2/1/2018,Other
77020,Unrestricted,1,2/1/2018,Unrestricted
77091,Commercial,1,2/1/2018,Commercial
77027,Unrestricted,1,2/1/2018,Unrestricted
77076,Single Family Residential (Public Street),1,2/1/2018,Residential
77396,Single Family Residential (Public Street),1,2/1/2018,Residential
77346,Single Family Residential (PAE 1/PAE 2),1,2/1/2018,Residential
77003,Single Family Residential (Shared Driveways),1,2/1/2018,Residential
77064,Unrestricted,1,2/1/2018,Unrestricted
77007,Single Family Residential (Shared Driveways),1,2/1/2018,Residential
77056,Single Family Residential (Public Street),1,2/1/2018,Residential
77433,Landscape or Open Space,1,2/1/2018,Other
77433,Single Family Residential (Public Street),1,2/1/2018,Residential
77365,Single Family Residential (Public Street),1,2/1/2018,Residential
77346,Landscape or Open Space; Street Dedication,1,2/1/2018,Other
77088,Unrestricted,1,2/1/2018,Unrestricted
77030,Single Family Residential (Public Street),1,2/1/2018,Residential
77015,Unrestricted,1,2/1/2018,Unrestricted
77386,Street Dedication,1,2/1/2018,Other
77018,Unrestricted,1,2/1/2018,Unrestricted
77406,Unrestricted,1,2/1/2018,Unrestricted
77022,Unrestricted,1,2/1/2018,Unrestricted
77007,Commercial,1,2/1/2018,Commercial
77076,Unrestricted,1,2/1/2018,Unrestricted
77064,Commercial,1,2/1/2018,Commercial
77377,Other,1,2/1/2018,Other
77003,Single Family Residential (Shared Driveways),1,2/1/2018,Residential
77023,Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/1/2018,Residential
77048,Single Family Residential (Public Street),1,2/1/2018,Residential
77006,Single Family Residential (Public Street),1,2/1/2018,Residential
77396,Unrestricted Intended for Multifamily,1,2/1/2018,Unrestricted
77064,Unrestricted,1,2/1/2018,Unrestricted
77021,Single Family Residential (Shared Driveways),1,2/1/2018,Residential
77019,Commercial,1,2/1/2018,Commercial
77407,Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77084,General Plan,1,2/1/2018,Other
77084,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77021,Single Family Residential (Shared Driveways),1,2/1/2018,Residential
77081,"Church, School and Institutional",1,2/1/2018,Other
77011,Single Family Residential (Shared Driveways),1,2/1/2018,Residential
77044,Single Family Residential (Public Street),1,2/1/2018,Residential
77008,Single Family Residential (Public Street),1,2/1/2018,Residential
77007,Unrestricted,1,2/1/2018,Unrestricted
77396,Unrestricted,1,2/1/2018,Unrestricted
77484,Single Family Residential (Public Street),1,2/1/2018,Residential
77005,Single Family Residential (Public Street),1,2/1/2018,Residential
77003,Unrestricted,1,2/1/2018,Unrestricted
77493,Single Family Residential (Public Street),1,2/1/2018,Residential
77493,Drainage or Detention; Landscape or Open Space,1,2/1/2018,Other
77493,"Water Treatment, Production or Repressurization",1,2/1/2018,Other
77379,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77007,Single Family Residential (Public Street),1,2/1/2018,Residential
77019,Single Family Residential (Public Street),1,2/1/2018,Residential
77530,Unrestricted,1,2/1/2018,Unrestricted
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77407,"Drainage or Detention; Water Treatment, Production or Repressurization",1,2/1/2018,Other
77407,Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77388,Commercial,1,2/1/2018,Commercial
77365,Unrestricted,1,2/1/2018,Unrestricted
77008,Unrestricted,1,2/1/2018,Unrestricted
77003,Single Family Residential (Public Street),1,2/1/2018,Residential
77092,Unrestricted,1,2/1/2018,Unrestricted
77429,Unrestricted,1,2/1/2018,Unrestricted
77003,Single Family Residential (Public Street),1,2/1/2018,Residential
77086,Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77048,Drainage or Detention; Single Family Residential (Public Street),1,2/1/2018,Residential
77080,Compensating Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,2/1/2018,Residential
77080,Unrestricted,1,2/1/2018,Unrestricted
77336,Street Dedication,1,2/1/2018,Other
77019,Single Family Residential (Public Street),1,2/1/2018,Residential
77377,General Plan,1,2/1/2018,Other
77377,Single Family Residential (Public Street),1,2/1/2018,Residential
77021,Single Family Residential (Public Street),1,2/1/2018,Residential
77365,Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77082,Compensating Open Space; Landscape or Open Space; Other,1,2/1/2018,Other
77377,General Plan,1,2/1/2018,Other
77008,General Plan,1,2/1/2018,Other
77008,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,2/1/2018,Residential
77406,Single Family Residential (Public Street),1,2/1/2018,Residential
77406,Single Family Residential (Public Street),1,2/1/2018,Residential
77007,Single Family Residential (Public Street),1,2/1/2018,Residential
77080,Single Family Residential (PAE 1/PAE 2),1,2/1/2018,Residential
77055,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/1/2018,Residential
77545,Unrestricted; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,2/1/2018,Residential
77083,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77083,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77084,Unrestricted,1,2/1/2018,Unrestricted
77016,Commercial; Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77493,Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street),1,2/1/2018,Residential
77026,Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/1/2018,Residential
77009,Single Family Residential (Public Street),1,2/1/2018,Residential
77447,General Plan,1,2/1/2018,Other
77386,Street Dedication,1,2/1/2018,Other
77099,Unrestricted,1,2/1/2018,Unrestricted
77377,Single Family Residential (Public Street),1,2/1/2018,Residential
77073,Unrestricted,1,2/1/2018,Unrestricted
77494,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/1/2018,Residential
77379,"Water Treatment, Production or Repressurization",1,2/1/2018,Other
77084,Unrestricted,1,2/1/2018,Unrestricted
77365,Single Family Residential (Public Street),1,2/1/2018,Residential
77008,Commercial,1,2/1/2018,Commercial
77053,Unrestricted,1,2/1/2018,Unrestricted
77060,Other,1,12/13/2018,Other
77377,Landscape or Open Space; Single Family Residential (Public Street),1,12/13/2018,Residential
77073,Commercial,1,12/13/2018,Commercial
77396,Commercial,1,12/13/2018,Commercial
77009,Single Family Residential (Public Street),1,12/13/2018,Residential
77007,Unrestricted,1,12/13/2018,Unrestricted
77011,Single Family Residential (Public Street),1,12/13/2018,Residential
77433,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,12/13/2018,Residential
77007,Single Family Residential (Public Street),1,12/13/2018,Residential
77098,Unrestricted Intended for Multifamily,1,12/13/2018,Unrestricted
77063,Single Family Residential (Public Street),1,12/13/2018,Residential
77066,Unrestricted,1,12/13/2018,Unrestricted
77055,Unrestricted,1,12/13/2018,Unrestricted
77090,Compensating Open Space; Single Family Residential (Public Street),1,12/13/2018,Residential
77009,Unrestricted; Single Family Residential (Shared Driveways),1,12/13/2018,Residential
77076,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,12/13/2018,Residential
77051,Unrestricted,1,12/13/2018,Unrestricted
77083,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,12/13/2018,Residential
77493,Landscape or Open Space; Single Family Residential (Public Street),1,12/13/2018,Residential
77095,Unrestricted,1,12/13/2018,Unrestricted
77007,Unrestricted,1,12/13/2018,Unrestricted
77061,Unrestricted,1,12/13/2018,Unrestricted
77034,Single Family Residential (Public Street),1,12/13/2018,Residential
77545,Unrestricted,1,12/13/2018,Unrestricted
77532,Single Family Residential (Public Street),1,12/13/2018,Residential
77007,Single Family Residential (Public Street),1,12/13/2018,Residential
77377,Unrestricted,1,12/13/2018,Unrestricted
77407,Unrestricted,1,12/13/2018,Unrestricted
77084,Landscape or Open Space,1,12/13/2018,Other
77084,Landscape or Open Space,1,12/13/2018,Other
77346,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,12/13/2018,Residential
77406,Commercial,1,12/13/2018,Commercial
77004,Single Family Residential (Public Street),1,12/13/2018,Residential
77038,"Water Treatment, Production or Repressurization",1,12/13/2018,Other
77346,Lift Station,1,12/13/2018,Other
77433,"Water Treatment, Production or Repressurization",1,12/13/2018,Other
77433,Landscape or Open Space; Single Family Residential (Public Street); Street Dedication,1,12/13/2018,Residential
77007,Single Family Residential (Public Street),1,12/13/2018,Residential
77093,Commercial,1,12/13/2018,Commercial
77016,Unrestricted; Single Family Residential (PAE 1/PAE 2),1,12/13/2018,Residential
77009,Single Family Residential (Public Street),1,12/13/2018,Residential
77011,Single Family Residential (Shared Driveways),1,12/13/2018,Residential
77073,Unrestricted,1,12/13/2018,Unrestricted
77493,General Plan,1,12/13/2018,Other
77493,Landscape or Open Space; Single Family Residential (Public Street),1,12/13/2018,Residential
77493,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,12/13/2018,Residential
77045,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,12/13/2018,Residential
77083,Unrestricted; Commercial; Drainage or Detention,1,12/13/2018,Unrestricted
77053,Commercial,1,12/13/2018,Commercial
77037,Unrestricted,1,12/13/2018,Unrestricted
77018,Single Family Residential (Public Street),1,12/13/2018,Residential
77389,Unrestricted,1,12/13/2018,Unrestricted
77449,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,12/13/2018,Residential
77379,Single Family Residential (PAE 1/PAE 2),1,12/13/2018,Residential
77055,Single Family Residential (Public Street),1,12/13/2018,Residential
77407,Landscape or Open Space; Single Family Residential (Public Street),1,12/13/2018,Residential
77493,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,12/13/2018,Residential
77068,Compensating Open Space; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,12/13/2018,Residential
77449,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,12/13/2018,Residential
77061,Unrestricted,1,12/13/2018,Unrestricted
77047,Commercial,1,12/13/2018,Commercial
77020,Single Family Residential (Public Street),1,12/13/2018,Residential
77006,Commercial,1,12/13/2018,Commercial
