Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
77043,"$100,000 under $200,000",1207,2738,4638,3200,133275,24362
77043,"$200,000 or more",376,1677,2226,2698,140490,31258
,,,,,,,
77044,,14021,25534,40289,19250,585676,101319
77044,"$1 under $25,000",4889,686,1106,407,11482,824
77044,"$25,000 under $50,000",3486,2408,4492,2054,58908,5029
77044,"$50,000 under $75,000",1851,3193,5538,2541,67899,7534
77044,"$75,000 under $100,000",1161,3541,5775,2580,68530,9188
77044,"$100,000 under $200,000",2081,11048,17099,7258,216035,37797
77044,"$200,000 or more",553,4658,6279,4410,162822,40947
,,,,,,,
77045,,13609,3204,8196,7345,190292,22145
77045,"$1 under $25,000",7355,354,1118,550,16952,1155
77045,"$25,000 under $50,000",4273,1288,3405,2298,70739,6033
77045,"$50,000 under $75,000",1330,835,2071,2115,50528,6000
77045,"$75,000 under $100,000",378,354,886,1026,23321,3317
77045,"$100,000 under $200,000",273,373,716,1356,28752,5640
77045,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77046,,1015,3521,2401,3786,170467,41883
77046,"$1 under $25,000",166,0,0,0,687,57
77046,"$25,000 under $50,000",227,198,265,102,6023,738
77046,"$50,000 under $75,000",156,131,230,103,7274,1137
77046,"$75,000 under $100,000",95,121,174,78,6815,1247
77046,"$100,000 under $200,000",171,337,318,319,20587,4319
77046,"$200,000 or more",200,2734,1414,3184,129081,34385
,,,,,,,
77047,,11589,8238,18334,11041,245752,31506
77047,"$1 under $25,000",4911,539,1339,551,13116,847
77047,"$25,000 under $50,000",3712,2572,5633,3100,68085,6030
77047,"$50,000 under $75,000",1724,2533,5664,3422,66779,8417
77047,"$75,000 under $100,000",722,1282,2939,1934,44090,6353
77047,"$100,000 under $200,000",491,1312,2759,2034,46427,7986
77047,"$200,000 or more",29,0,0,0,7255,1873
,,,,,,,
77048,,7012,2189,4902,4989,106328,12747
77048,"$1 under $25,000",3933,205,498,327,9053,598
77048,"$25,000 under $50,000",1951,784,1834,1577,34403,3008
77048,"$50,000 under $75,000",702,571,1279,1257,27501,3405
77048,"$75,000 under $100,000",259,328,730,760,15500,2193
77048,"$100,000 under $200,000",167,301,561,1068,19871,3543
77048,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77049,,12384,9447,19228,9439,295285,37873
77049,"$1 under $25,000",4855,449,911,275,11758,882
77049,"$25,000 under $50,000",3790,2295,4918,1990,64709,5498
77049,"$50,000 under $75,000",1976,2408,5110,2050,72303,7871
77049,"$75,000 under $100,000",905,1806,3791,1716,51784,6340
77049,"$100,000 under $200,000",797,2169,4047,2986,76621,12821
77049,"$200,000 or more",61,320,451,422,18110,4461
,,,,,,,
77050,,1881,514,974,1220,27525,3351
77050,"$1 under $25,000",1021,44,115,140,1880,129
77050,"$25,000 under $50,000",539,92,204,219,8463,683
77050,"$50,000 under $75,000",192,165,404,333,7400,893
77050,"$75,000 under $100,000",79,137,251,290,4820,711
77050,"$100,000 under $200,000",50,76,0,238,4962,935
77050,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77051,,6934,891,2109,2435,70016,7564
77051,"$1 under $25,000",4626,88,277,223,10188,638
77051,"$25,000 under $50,000",1760,444,959,1080,32073,2823
77051,"$50,000 under $75,000",405,200,497,610,16264,2112
77051,"$75,000 under $100,000",97,77,376,305,5889,894
77051,"$100,000 under $200,000",46,82,0,217,5602,1097
77051,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77053,,13229,3541,8593,7181,193968,22639
77053,"$1 under $25,000",7146,422,1043,450,16574,1093
77053,"$25,000 under $50,000",3990,1315,3315,2201,66284,5582
77053,"$50,000 under $75,000",1356,948,2408,1939,52423,6299
77053,"$75,000 under $100,000",448,468,995,1144,27449,3856
77053,"$100,000 under $200,000",289,388,832,1447,31238,5809
77053,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77054,,10409,3593,6069,6454,320762,54182
77054,"$1 under $25,000",4348,152,207,152,18419,1429
77054,"$25,000 under $50,000",3242,547,1020,1147,74303,8090
77054,"$50,000 under $75,000",1430,625,1259,1186,64809,9604
77054,"$75,000 under $100,000",677,509,1003,876,46011,7652
77054,"$100,000 under $200,000",567,1005,1622,1592,59795,11412
77054,"$200,000 or more",145,755,958,1501,57425,15995
,,,,,,,
77055,,17070,30940,35999,27579,963214,217895
77055,"$1 under $25,000",7883,1035,1048,386,16597,1300
77055,"$25,000 under $50,000",4041,1785,2172,945,66878,6450
77055,"$50,000 under $75,000",1499,1998,2277,1172,62876,8639
77055,"$75,000 under $100,000",813,2187,2702,1112,52185,8097
77055,"$100,000 under $200,000",1470,7944,10110,5707,160929,29955
77055,"$200,000 or more",1364,15991,17690,18257,603749,163454
,,,,,,,
77056,,11112,64604,49966,103713,3322437,820106
77056,"$1 under $25,000",2593,1004,1064,304,9373,1071
77056,"$25,000 under $50,000",2036,1655,1875,846,48191,5670
77056,"$50,000 under $75,000",1382,2176,2438,1264,61253,9124
77056,"$75,000 under $100,000",868,2359,2268,1509,56728,9504
77056,"$100,000 under $200,000",1715,9641,9322,5435,189248,36982
77056,"$200,000 or more",2518,47769,32999,94355,2957644,757755
,,,,,,,
77057,,20032,42402,44947,57780,1749170,402226
77057,"$1 under $25,000",6898,1285,1666,608,21600,1698
77057,"$25,000 under $50,000",4850,1957,2646,1514,108240,12150
77057,"$50,000 under $75,000",2736,2727,4191,1988,123480,18709
77057,"$75,000 under $100,000",1490,2839,3807,2267,99269,16783
77057,"$100,000 under $200,000",2164,8617,10652,6025,240811,46597
77057,"$200,000 or more",1894,24977,21985,45378,1155770,306289
,,,,,,,
77058,,8513,8353,11801,7803,476167,98251
77058,"$1 under $25,000",3027,449,700,225,9841,808
77058,"$25,000 under $50,000",2076,669,1149,645,44352,4824
77058,"$50,000 under $75,000",1267,1120,1836,867,56474,8255
77058,"$75,000 under $100,000",816,1189,1915,1246,54221,8757
77058,"$100,000 under $200,000",1003,2538,3659,2299,110558,20860
77058,"$200,000 or more",324,2388,2542,2521,200721,54747
,,,,,,,
77059,,7882,29963,29708,23432,886494,198458
77059,"$1 under $25,000",2007,481,490,119,4543,390
77059,"$25,000 under $50,000",799,902,891,365,16447,1707
77059,"$50,000 under $75,000",700,1594,1934,910,28013,3631
77059,"$75,000 under $100,000",749,2373,2831,1452,46463,6422
77059,"$100,000 under $200,000",2251,11522,12557,8034,253655,45420
77059,"$200,000 or more",1376,13091,11005,12552,537373,140888
,,,,,,,
77060,,15041,2154,4488,3048,184048,23519
77060,"$1 under $25,000",9708,163,438,170,18895,1292
77060,"$25,000 under $50,000",3961,536,1291,982,57568,4430
77060,"$50,000 under $75,000",903,497,1212,487,32663,3359
77060,"$75,000 under $100,000",262,189,412,311,15513,1977
77060,"$100,000 under $200,000",135,258,374,179,14008,2313
77060,"$200,000 or more",72,511,761,919,45401,10148
,,,,,,,
77061,,9537,2952,5151,4052,172603,25670
77061,"$1 under $25,000",5297,282,486,201,11732,855
77061,"$25,000 under $50,000",2603,591,1256,969,42690,3829
77061,"$50,000 under $75,000",888,568,1220,871,34121,4016
77061,"$75,000 under $100,000",363,439,862,582,22127,3032
77061,"$100,000 under $200,000",333,603,1094,1107,33960,6021
77061,"$200,000 or more",53,469,233,322,27973,7917
,,,,,,,
77062,,11974,20399,25739,20184,762346,144912
77062,"$1 under $25,000",3533,579,1012,253,9457,784
77062,"$25,000 under $50,000",2022,1356,2163,933,40101,4080
77062,"$50,000 under $75,000",1650,2426,3866,1610,69718,9390
77062,"$75,000 under $100,000",1358,2872,4276,2504,85984,12286
77062,"$100,000 under $200,000",2613,8034,9880,7951,285378,51089
77062,"$200,000 or more",798,5132,4542,6933,271708,67283
,,,,,,,
77063,,17173,15679,19631,20141,785821,156285
77063,"$1 under $25,000",7533,797,1230,479,24358,1767
77063,"$25,000 under $50,000",4603,1242,2041,1383,97046,10346
77063,"$50,000 under $75,000",2022,1512,2432,1465,88950,12909
77063,"$75,000 under $100,000",981,1189,1988,1308,65080,10581
77063,"$100,000 under $200,000",1329,4346,5893,3619,144795,26961
77063,"$200,000 or more",705,6593,6047,11887,365592,93721
,,,,,,,
77064,,21221,18209,31420,17812,771064,125897
77064,"$1 under $25,000",7793,761,1390,454,20165,1590
77064,"$25,000 under $50,000",5648,2530,5080,1940,107084,10388
77064,"$50,000 under $75,000",3015,3151,5892,2706,121881,15332
77064,"$75,000 under $100,000",1804,2734,5179,2337,113356,15894
77064,"$100,000 under $200,000",2433,6617,10811,6663,258297,45808
77064,"$200,000 or more",528,2416,3068,3712,150281,36885
,,,,,,,
77065,,16906,12028,21385,14245,624356,106147
77065,"$1 under $25,000",6603,640,1040,417,19038,1465
77065,"$25,000 under $50,000",4535,1720,3593,1573,87673,8579
77065,"$50,000 under $75,000",2236,2007,4235,1836,92214,11886
77065,"$75,000 under $100,000",1309,1821,3719,1827,81961,11561
77065,"$100,000 under $200,000",1821,4016,7063,4925,195046,34821
77065,"$200,000 or more",402,1824,1735,3667,148424,37835
,,,,,,,
77066,,14558,10614,18251,12672,390580,59011
77066,"$1 under $25,000",6438,817,1483,562,15041,1127
77066,"$25,000 under $50,000",3947,2470,4647,2346,67258,5993
77066,"$50,000 under $75,000",1877,2391,4378,2423,72675,8676
77066,"$75,000 under $100,000",990,1716,3035,2050,60349,8163
77066,"$100,000 under $200,000",1107,2505,3918,3922,115477,20498
77066,"$200,000 or more",199,715,790,1369,59780,14554
,,,,,,,
77067,,12553,4259,8652,7014,189847,21776
77067,"$1 under $25,000",7108,401,938,417,15630,1005
77067,"$25,000 under $50,000",3484,1393,2895,1977,54971,4419
77067,"$50,000 under $75,000",1157,1113,2262,1802,42918,4859
77067,"$75,000 under $100,000",477,668,1353,1203,28176,3740
77067,"$100,000 under $200,000",276,473,887,1244,26634,4476
77067,"$200,000 or more",51,211,317,371,21518,3277
,,,,,,,
77068,,5161,9120,11693,9952,271024,53690
77068,"$1 under $25,000",2094,467,606,262,5664,425
77068,"$25,000 under $50,000",1081,798,1358,599,20512,2005
77068,"$50,000 under $75,000",549,1032,1750,894,21822,2816
77068,"$75,000 under $100,000",418,1053,1667,1142,25590,3678
77068,"$100,000 under $200,000",689,2685,3765,2772,74494,13547
77068,"$200,000 or more",330,3085,2547,4283,122942,31219
,,,,,,,
77069,,9043,16050,19710,26066,751925,165924
77069,"$1 under $25,000",2965,540,654,356,9645,708
77069,"$25,000 under $50,000",1996,1121,1695,1090,42538,4375
77069,"$50,000 under $75,000",1142,1462,2026,1205,48689,6842
77069,"$75,000 under $100,000",680,1370,1988,1406,43402,6519
77069,"$100,000 under $200,000",1305,4743,6718,5211,145632,26471
77069,"$200,000 or more",955,6814,6629,16798,462019,121009
,,,,,,,
77070,,22517,23436,39632,26023,1039226,191106
77070,"$1 under $25,000",7920,948,1894,652,23105,1851
77070,"$25,000 under $50,000",5269,2764,5125,2211,105295,10603
77070,"$50,000 under $75,000",3318,3842,7539,3151,138932,18469
77070,"$75,000 under $100,000",2120,3466,6597,3050,134115,19197
77070,"$100,000 under $200,000",3054,7727,13126,8969,325209,57846
77070,"$200,000 or more",836,4689,5351,7990,312570,83140
,,,,,,,
77071,,12321,7019,13636,14922,317985,49479
77071,"$1 under $25,000",5965,634,1253,606,15516,1048
77071,"$25,000 under $50,000",3258,1329,2935,2478,58057,5164
77071,"$50,000 under $75,000",1351,1503,3209,2427,53821,6822
77071,"$75,000 under $100,000",744,1067,2160,2100,46106,6715
77071,"$100,000 under $200,000",829,1741,3191,3876,86152,15361
77071,"$200,000 or more",174,745,888,3435,58333,14369
,,,,,,,
77072,,24655,4545,9130,6012,324545,39333
77072,"$1 under $25,000",14862,696,1515,506,32811,2251
77072,"$25,000 under $50,000",6755,1502,3345,1684,110801,9461
77072,"$50,000 under $75,000",1957,1042,2276,1423,77436,9360
77072,"$75,000 under $100,000",604,460,962,818,37598,5303
77072,"$100,000 under $200,000",412,541,1032,1090,42498,7540
77072,"$200,000 or more",65,304,0,491,23401,5418
,,,,,,,
77073,,15320,10102,21764,10880,316352,42955
77073,"$1 under $25,000",7038,874,1827,602,16357,1059
77073,"$25,000 under $50,000",4763,3327,7435,2740,78153,6304
77073,"$50,000 under $75,000",1905,2577,6021,2958,69456,7556
77073,"$75,000 under $100,000",878,1536,3443,1930,51651,6761
77073,"$100,000 under $200,000",661,1449,2709,2233,64525,10962
77073,"$200,000 or more",75,339,329,417,36210,10313
,,,,,,,
77074,,14730,4111,7055,4881,255381,37185
77074,"$1 under $25,000",8378,364,883,269,18457,1369
77074,"$25,000 under $50,000",3954,745,1674,884,65875,6086
77074,"$50,000 under $75,000",1295,785,1608,1137,52768,6848
77074,"$75,000 under $100,000",513,429,943,610,32823,4862
77074,"$100,000 under $200,000",475,941,1226,1145,50176,9006
77074,"$200,000 or more",115,847,721,836,35282,9014
,,,,,,,
77075,,14965,7044,15294,6408,283787,34037
77075,"$1 under $25,000",6856,494,1260,305,15883,1169
77075,"$25,000 under $50,000",4539,1903,4268,1493,74887,6325
77075,"$50,000 under $75,000",2029,2076,4692,2078,74480,8094
77075,"$75,000 under $100,000",925,1414,2833,1210,54634,6928
77075,"$100,000 under $200,000",582,1157,2241,1322,54369,9001
77075,"$200,000 or more",34,0,0,0,9534,2520
,,,,,,,
77076,,12351,1510,3105,1757,144393,15757
77076,"$1 under $25,000",7205,141,278,138,13288,942
77076,"$25,000 under $50,000",3621,510,1224,520,53711,4376
77076,"$50,000 under $75,000",1043,353,779,457,38512,4195
77076,"$75,000 under $100,000",311,198,406,280,18734,2421
77076,"$100,000 under $200,000",171,308,418,362,20148,3823
77076,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77077,,27259,36784,49027,33874,1866933,406128
77077,"$1 under $25,000",9436,1284,1888,680,30948,2319
77077,"$25,000 under $50,000",6328,2379,4004,2321,133890,13850
77077,"$50,000 under $75,000",3436,3100,5183,2668,151226,21442
77077,"$75,000 under $100,000",2146,3398,5525,2671,139786,21465
77077,"$100,000 under $200,000",3804,11150,16976,8380,431765,80925
77077,"$200,000 or more",2109,15473,15451,17154,979318,266127
,,,,,,,
77078,,6254,872,1788,2833,72026,7414
77078,"$1 under $25,000",3711,123,275,222,7756,492
77078,"$25,000 under $50,000",1854,322,687,1101,30822,2453
77078,"$50,000 under $75,000",473,215,444,698,17746,2060
77078,"$75,000 under $100,000",131,96,222,326,7756,1054
77078,"$100,000 under $200,000",85,116,160,486,7946,1355
77078,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77079,,15700,45511,49602,47565,1906664,458366
77079,"$1 under $25,000",4845,1127,947,434,13288,1101
77079,"$25,000 under $50,000",2726,1870,2139,1013,55731,5822
77079,"$50,000 under $75,000",1625,2533,2921,1607,68592,9453
77079,"$75,000 under $100,000",1151,2892,3155,2158,73088,10941
77079,"$100,000 under $200,000",2619,12884,15262,8276,298089,54393
77079,"$200,000 or more",2734,24205,25178,34077,1397876,376656
,,,,,,,
77080,,17720,7162,11796,8666,406423,64613
77080,"$1 under $25,000",9088,588,938,322,18936,1479
77080,"$25,000 under $50,000",4824,1047,2048,1000,76665,6984
77080,"$50,000 under $75,000",1776,1367,2624,1398,72162,9241
77080,"$75,000 under $100,000",869,1219,2056,1326,55126,8067
77080,"$100,000 under $200,000",936,1885,3193,2646,100179,17986
77080,"$200,000 or more",227,1056,937,1974,83355,20856
,,,,,,,
77081,,16971,4337,5955,4078,315634,56867
77081,"$1 under $25,000",10488,154,294,161,23355,1643
77081,"$25,000 under $50,000",4341,324,703,461,68196,6254
77081,"$50,000 under $75,000",1087,422,716,625,46830,6588
77081,"$75,000 under $100,000",415,339,530,317,28023,4571
77081,"$100,000 under $200,000",435,1277,1746,807,46456,8720
77081,"$200,000 or more",205,1821,1966,1707,102774,29091
,,,,,,,
77082,,25126,24968,32222,18836,1119076,231476
77082,"$1 under $25,000",11513,1207,2208,706,32664,2241
77082,"$25,000 under $50,000",7068,2624,5126,2594,136988,13141
77082,"$50,000 under $75,000",2785,2931,5101,2638,115774,15447
77082,"$75,000 under $100,000",1387,2251,3500,1878,88550,13222
77082,"$100,000 under $200,000",1599,5371,7076,3772,173074,32090
77082,"$200,000 or more",774,10584,9211,7248,572026,155335
,,,,,,,
77083,,31679,17179,35140,20516,636255,84201
77083,"$1 under $25,000",15711,1885,4364,973,36894,2604
77083,"$25,000 under $50,000",8792,4653,10043,4149,145432,12317
77083,"$50,000 under $75,000",3574,4154,8821,4809,135760,15733
77083,"$75,000 under $100,000",1779,2716,5553,3489,107487,14338
77083,"$100,000 under $200,000",1649,3304,5739,5705,167398,29053
77083,"$200,000 or more",174,467,620,1391,43284,10156
,,,,,,,
77084,,43282,33559,62859,32274,1378330,216704
77084,"$1 under $25,000",16966,2222,4660,955,42636,3345
77084,"$25,000 under $50,000",11850,6186,12588,4531,215560,20073
77084,"$50,000 under $75,000",6330,7376,15043,6193,250865,30635
77084,"$75,000 under $100,000",3510,5538,10977,5124,217572,30134
77084,"$100,000 under $200,000",3895,9088,16020,10033,408795,71777
77084,"$200,000 or more",731,3149,3571,5438,242902,60740
,,,,,,,
77085,,7200,2453,6191,4510,115211,13305
77085,"$1 under $25,000",3609,261,637,245,8749,618
77085,"$25,000 under $50,000",2279,925,2401,1090,37657,3112
77085,"$50,000 under $75,000",806,664,1757,1166,29962,3365
77085,"$75,000 under $100,000",315,309,810,713,19492,2756
77085,"$100,000 under $200,000",191,294,586,1296,19351,3454
77085,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77086,,11128,3592,7573,4661,166373,19115
77086,"$1 under $25,000",5832,500,845,318,12455,859
77086,"$25,000 under $50,000",3326,1164,2742,1295,51631,4189
77086,"$50,000 under $75,000",1277,1025,2210,1575,46969,5136
77086,"$75,000 under $100,000",420,475,1048,720,24805,3218
77086,"$100,000 under $200,000",248,428,728,753,23591,4022
77086,"$200,000 or more",25,0,0,0,6922,1691
,,,,,,,
77087,,14765,2473,4847,3993,203439,22998
77087,"$1 under $25,000",7880,234,520,232,16800,1205
77087,"$25,000 under $50,000",4653,859,1730,1245,73033,6235
77087,"$50,000 under $75,000",1485,682,1444,1078,54155,5935
77087,"$75,000 under $100,000",449,297,554,695,27102,3643
77087,"$100,000 under $200,000",298,401,599,743,32349,5980
77087,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77088,,22654,8154,16280,15097,387517,50526
77088,"$1 under $25,000",12016,759,1749,801,26075,1783
77088,"$25,000 under $50,000",6500,2521,5403,3813,112004,9915
77088,"$50,000 under $75,000",2357,2071,4553,3849,90603,10955
77088,"$75,000 under $100,000",975,1253,2255,2479,59344,8430
77088,"$100,000 under $200,000",729,1326,2090,2956,74099,13049
77088,"$200,000 or more",77,224,230,1199,25392,6394
,,,,,,,
77089,,22050,16631,32265,18658,670782,98708
77089,"$1 under $25,000",8374,913,1934,639,22164,1699
77089,"$25,000 under $50,000",5919,3070,6353,2689,109661,10237
77089,"$50,000 under $75,000",3463,3757,7873,3869,137195,16686
77089,"$75,000 under $100,000",1943,3135,6264,3386,118002,15813
77089,"$100,000 under $200,000",2129,4987,8750,6296,214776,36806
77089,"$200,000 or more",222,769,1091,1779,68984,17467
,,,,,,,
77090,,15449,5869,10269,8103,317059,45311
77090,"$1 under $25,000",8052,455,814,466,21510,1424
77090,"$25,000 under $50,000",4475,1235,2418,1742,83723,7696
77090,"$50,000 under $75,000",1480,1231,2488,1569,60170,7689
77090,"$75,000 under $100,000",644,873,1565,995,40842,5930
77090,"$100,000 under $200,000",646,1337,2226,1862,67803,12133
77090,"$200,000 or more",152,738,758,1469,43011,10439
,,,,,,,
77091,,10230,3275,6069,5544,158089,21478
77091,"$1 under $25,000",6193,213,412,309,13089,882
77091,"$25,000 under $50,000",2523,811,1473,1348,43395,3753
77091,"$50,000 under $75,000",792,776,1436,1233,32345,4277
77091,"$75,000 under $100,000",342,573,1148,793,21810,3357
77091,"$100,000 under $200,000",332,754,1319,1595,34153,6142
77091,"$200,000 or more",48,148,281,266,13297,3067
,,,,,,,
77092,,14621,5643,10393,5771,349595,54770
77092,"$1 under $25,000",7180,361,733,286,16776,1318
77092,"$25,000 under $50,000",4081,968,1907,879,73061,7161
77092,"$50,000 under $75,000",1723,1371,2791,1238,72105,9773
77092,"$75,000 under $100,000",777,839,1766,902,50927,7735
77092,"$100,000 under $200,000",714,1434,2416,1687,76469,14003
77092,"$200,000 or more",146,670,780,779,60257,14780
,,,,,,,
77093,,17136,1604,3054,2495,168941,16777
77093,"$1 under $25,000",10448,208,413,198,18161,1324
77093,"$25,000 under $50,000",4937,560,1111,809,70490,5429
77093,"$50,000 under $75,000",1278,426,868,696,45915,4815
77093,"$75,000 under $100,000",326,215,365,423,18937,2395
77093,"$100,000 under $200,000",147,195,297,369,15438,2814
77093,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77094,,4607,19309,18444,16014,658623,148828
77094,"$1 under $25,000",1121,334,339,97,2827,224
77094,"$25,000 under $50,000",527,647,663,291,11293,1241
77094,"$50,000 under $75,000",395,1193,1264,590,15633,2100
77094,"$75,000 under $100,000",330,1269,1384,772,20145,2854
77094,"$100,000 under $200,000",1084,5877,6339,3394,124879,22837
77094,"$200,000 or more",1150,9989,8455,10870,483846,119572
,,,,,,,
77095,,30978,48331,83355,44116,1703159,310265
77095,"$1 under $25,000",9630,1670,2909,818,26705,2141
77095,"$25,000 under $50,000",6233,4619,8921,3029,121131,11889
77095,"$50,000 under $75,000",4129,6696,12715,4649,165531,20585
77095,"$75,000 under $100,000",3266,7536,14292,5527,199333,26811
77095,"$100,000 under $200,000",5936,18799,32885,17130,635046,111976
77095,"$200,000 or more",1784,9011,11633,12963,555413,136863
,,,,,,,
77096,,15910,25860,33113,26068,933360,187811
77096,"$1 under $25,000",5894,1113,904,475,16400,1222
77096,"$25,000 under $50,000",3372,1692,2284,1774,68335,6931
77096,"$50,000 under $75,000",1744,2445,3449,1997,73459,9955
77096,"$75,000 under $100,000",1207,2601,3797,2037,76693,11305
77096,"$100,000 under $200,000",2421,9145,12741,7467,269780,48734
77096,"$200,000 or more",1272,8864,9938,12318,428693,109664
,,,,,,,
77098,,8251,23007,23957,26453,1296020,301576
77098,"$1 under $25,000",2111,566,536,193,9130,743
77098,"$25,000 under $50,000",1859,1054,1253,388,45573,5376
77098,"$50,000 under $75,000",1125,1141,1417,637,52604,8228
77098,"$75,000 under $100,000",760,1248,1776,920,52574,9303
77098,"$100,000 under $200,000",1267,4931,6095,2540,144543,29032
77098,"$200,000 or more",1129,14067,12880,21775,991596,248894
,,,,,,,
77099,,20228,4509,8604,6235,298663,39379
77099,"$1 under $25,000",11901,476,1301,428,28151,1798
77099,"$25,000 under $50,000",5613,1802,3414,1954,93729,7985
77099,"$50,000 under $75,000",1597,916,1936,1379,62177,7345
77099,"$75,000 under $100,000",599,498,973,933,37259,5298
77099,"$100,000 under $200,000",443,495,731,981,45583,8067
77099,"$200,000 or more",75,322,249,560,31764,8886
,,,,,,,
77301,,11113,4017,8342,4816,185722,25794
77301,"$1 under $25,000",6159,243,563,307,12985,1053
77301,"$25,000 under $50,000",3043,831,1835,1117,47473,4358
77301,"$50,000 under $75,000",986,764,1841,1057,36612,4318
77301,"$75,000 under $100,000",450,652,1409,697,27386,3746
77301,"$100,000 under $200,000",410,1185,2189,1249,40226,6808
77301,"$200,000 or more",65,342,505,389,21040,5511
,,,,,,,
77302,,7369,8304,14299,8475,317900,57178
77302,"$1 under $25,000",2799,361,697,310,6176,519
77302,"$25,000 under $50,000",1704,704,1561,664,29517,2904
77302,"$50,000 under $75,000",1028,906,1929,880,39799,4655
77302,"$75,000 under $100,000",652,1101,2096,1119,39489,5257
77302,"$100,000 under $200,000",886,3064,5187,3048,92640,16204
77302,"$200,000 or more",300,2168,2829,2454,110279,27639
,,,,,,,
77303,,6849,3012,7621,3778,182060,26483
77303,"$1 under $25,000",2949,251,579,194,6774,568
77303,"$25,000 under $50,000",1844,560,1571,648,33021,3267
77303,"$50,000 under $75,000",984,565,1743,628,38107,4535
77303,"$75,000 under $100,000",527,586,1447,679,32128,4196
77303,"$100,000 under $200,000",492,882,1947,1388,48289,8099
77303,"$200,000 or more",53,168,334,241,23741,5818
,,,,,,,
77304,,10576,17099,23440,15516,523247,99890
77304,"$1 under $25,000",3793,831,1071,447,11107,958
77304,"$25,000 under $50,000",2481,1674,1991,1166,48948,5146
77304,"$50,000 under $75,000",1386,1987,3115,1647,55335,7023
77304,"$75,000 under $100,000",937,2363,3472,1785,57109,7801
77304,"$100,000 under $200,000",1458,5931,9015,5223,153164,26526
77304,"$200,000 or more",521,4313,4776,5248,197584,52436
,,,,,,,
77306,,4288,680,2249,1314,81977,11098
77306,"$1 under $25,000",2160,59,221,62,4029,341
77306,"$25,000 under $50,000",1186,125,357,269,19072,1774
77306,"$50,000 under $75,000",515,126,443,285,19494,2230
77306,"$75,000 under $100,000",213,98,326,244,12990,1719
77306,"$100,000 under $200,000",192,272,902,454,19860,3444
77306,"$200,000 or more",22,0,0,0,6532,1590
,,,,,,,
77316,,6968,12826,25574,9873,470747,88091
77316,"$1 under $25,000",2248,441,996,201,5596,555
77316,"$25,000 under $50,000",1367,874,1823,623,24490,2465
77316,"$50,000 under $75,000",911,1199,2425,836,35488,4241
77316,"$75,000 under $100,000",702,1690,3529,1245,41395,5337
77316,"$100,000 under $200,000",1280,5409,10702,3743,133094,22797
77316,"$200,000 or more",460,3213,6099,3225,230684,52696
,,,,,,,
77318,,6365,10922,15142,7771,317722,59222
77318,"$1 under $25,000",2273,663,928,265,5092,448
77318,"$25,000 under $50,000",1389,1098,1765,645,25005,2561
77318,"$50,000 under $75,000",852,1492,2134,951,33255,4128
77318,"$75,000 under $100,000",670,1728,2515,1083,41156,5586
77318,"$100,000 under $200,000",921,3603,5418,2488,95595,16708
77318,"$200,000 or more",260,2338,2382,2339,117619,29791
,,,,,,,
77320,,8863,3796,7112,6013,219062,31994
77320,"$1 under $25,000",4040,274,471,347,10356,782
77320,"$25,000 under $50,000",2521,613,1265,962,44653,4377
77320,"$50,000 under $75,000",1087,706,1490,1160,42995,5201
77320,"$75,000 under $100,000",599,575,1199,865,37408,4979
77320,"$100,000 under $200,000",530,1105,2013,1660,54342,9364
77320,"$200,000 or more",86,523,674,1019,29308,7291
,,,,,,,
77327,,6999,2809,5415,4421,175012,26929
77327,"$1 under $25,000",3274,212,330,197,7084,619
77327,"$25,000 under $50,000",1817,465,870,693,30065,2862
77327,"$50,000 under $75,000",900,499,1074,778,34514,4008
77327,"$75,000 under $100,000",470,503,975,661,28197,3650
77327,"$100,000 under $200,000",480,849,1767,1360,47985,8224
77327,"$200,000 or more",58,281,399,732,27167,7566
,,,,,,,
77328,,6201,2234,5167,3945,155249,23410
77328,"$1 under $25,000",2755,158,398,162,5557,477
77328,"$25,000 under $50,000",1647,388,923,520,27474,2613
77328,"$50,000 under $75,000",873,405,1032,602,33550,3968
77328,"$75,000 under $100,000",459,402,978,575,27669,3737
77328,"$100,000 under $200,000",411,654,1503,1121,40557,6910
77328,"$200,000 or more",56,227,333,965,20442,5705
,,,,,,,
77331,,2662,2050,3135,2342,87105,14665
77331,"$1 under $25,000",1127,187,229,107,2147,193
77331,"$25,000 under $50,000",670,240,490,323,11559,1122
77331,"$50,000 under $75,000",356,332,460,342,13990,1763
77331,"$75,000 under $100,000",221,279,521,349,13649,1837
77331,"$100,000 under $200,000",229,664,1022,704,24209,4306
77331,"$200,000 or more",59,348,413,517,21551,5444
,,,,,,,
77335,,846,153,384,236,15754,2124
77335,"$1 under $25,000",439,0,0,0,956,83
77335,"$25,000 under $50,000",224,95,245,163,3945,416
77335,"$50,000 under $75,000",102,0,0,0,4057,500
